date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:50:54	95899/95899	---M--	200	added ('OK')	image/png	etag:%223cde96103ddd3ca5d3a5dbe1b78d7077%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ec24b26fe390cfa59c3ccc3_our-companies-phone.png	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ec24b26fe390cfa59c3ccc3_our-companies-phone.png	(from https://www.rocket-internet.com/)
14:50:54	50577/50577	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:50:54%20GMT	https://www.rocket-internet.com/imprint	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/imprint.html	(from https://www.rocket-internet.com/)
14:50:54	5480/5480	---MC-	504	error ('Gateway%20Time-out')	text/html	date:Mon,%2019%20Oct%202020%2006:50:54%20GMT	https://www.rocket-internet.com/careers/life-in-berlin	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/careers/life-in-berlin	(from https://www.rocket-internet.com/)
14:50:55	31692/31692	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:50:55%20GMT	https://www.rocket-internet.com/careers/rocket	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/careers/rocket.html	(from https://www.rocket-internet.com/)
14:50:55	77589/77589	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:50:55%20GMT	https://www.rocket-internet.com/investors/financial-information	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/financial-information.html	(from https://www.rocket-internet.com/)
14:50:55	26168/26168	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:50:55%20GMT	https://www.rocket-internet.com/investors/convertible-bond	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/convertible-bond.html	(from https://www.rocket-internet.com/)
14:50:55	29665/29665	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:50:55%20GMT	https://www.rocket-internet.com/investors/financial-calendar	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/financial-calendar.html	(from https://www.rocket-internet.com/)
14:50:56	112238/112238	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:50:55%20GMT	https://www.rocket-internet.com/investors/ir-news	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/ir-news.html	(from https://www.rocket-internet.com/)
14:50:56	52945/52945	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:50:56%20GMT	https://www.rocket-internet.com/investors/leadership-governance	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/leadership-governance.html	(from https://www.rocket-internet.com/)
14:50:56	45532/45532	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:50:56%20GMT	https://www.rocket-internet.com/investors/annual-general-meeting	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/annual-general-meeting.html	(from https://www.rocket-internet.com/)
14:50:56	26460/26460	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:50:56%20GMT	https://www.rocket-internet.com/investors/contact	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/contact.html	(from https://www.rocket-internet.com/)
14:50:57	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=5e998d8310343e62a9e92ada	C:/My%20Web%20Sites/Bventur%20Services/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c844b2.js	(from https://www.rocket-internet.com/)
14:50:57	60544/60544	---M-Z	200	added ('OK')	text/javascript	etag:%221938d305665397f572d6627c55535a85%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/js/webflow.c6e26e02f.js	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/js/webflow.c6e26e02f.js	(from https://www.rocket-internet.com/)
14:50:58	14690/14690	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03d5d-3962%22	https://cdnjs.cloudflare.com/ajax/libs/aos/2.3.4/aos.js	C:/My%20Web%20Sites/Bventur%20Services/cdnjs.cloudflare.com/ajax/libs/aos/2.3.4/aos.js	(from https://www.rocket-internet.com/)
14:50:58	34370/34370	---M--	200	added ('OK')	image/jpeg	etag:%22c479b74584a518a9a1a00031b313b909%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ed9051d1de9e65e69134293_hero-rocket-tower-dark.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ed9051d1de9e65e69134293_hero-rocket-tower-dark.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:50:59	119048/119048	---M--	200	added ('OK')	image/jpeg	etag:%225f108667957cb5e1976d3b1be5bc6118%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ed90fb4f48577e538181d18_hero-life-in-berlin-culture_in_berlin.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ed90fb4f48577e538181d18_hero-life-in-berlin-culture_in_berlin.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:00	89449/89449	---M--	200	added ('OK')	image/jpeg	etag:%2212cefea9ea1561162b6fcfa30f616f7c%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ed90fb41f76ee0f597f3c15_hero-life-in-berlin-people.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ed90fb41f76ee0f597f3c15_hero-life-in-berlin-people.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:02	57501/57501	---M--	200	added ('OK')	image/jpeg	etag:%228f4c828f66fa4b1585bbe2ff104ea88f%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ec26d57f88d4fd6a509bed9_homepage-slide-1.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ec26d57f88d4fd6a509bed9_homepage-slide-1.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:02	134922/134922	---M--	200	added ('OK')	image/jpeg	etag:%22d8f9da4e6ef0cd5645b3450ee2f88364%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ed90fb4283cca1b6001bb1a_hero-life-in-berlin-pulse_of_europe.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ed90fb4283cca1b6001bb1a_hero-life-in-berlin-pulse_of_europe.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:03	57053/57053	---M--	200	added ('OK')	image/jpeg	etag:%22e9508f88e53212f697df74489a94fc56%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ec26d58f88d4f1cb509beda_homepage-slide-2.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ec26d58f88d4f1cb509beda_homepage-slide-2.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:04	186443/186443	---M--	200	added ('OK')	image/jpeg	etag:%228faf77de6203795c890a361469d53af7%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfa77a7c558043bd296_companies-modal-bg-AgenCasa.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfa77a7c558043bd296_companies-modal-bg-AgenCasa.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:04	133905/133905	---M--	200	added ('OK')	image/jpeg	etag:%221fbf6d4961c4626b4d36d8356f4c0038%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eec8471933889528889cb49_Payflow.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eec8471933889528889cb49_Payflow.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:05	183281/183281	---M--	200	added ('OK')	image/jpeg	etag:%2298dc0b0afcc1a8f81414e8a9e5487417%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfad6281d667537061e_companies-modal-bg-Expertlead.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfad6281d667537061e_companies-modal-bg-Expertlead.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:05	54207/54207	---M--	200	added ('OK')	image/jpeg	etag:%22d1f7ecb2b4ab74b03f32fbeb871804e2%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfbd96cb010bbb1460f_companies-modal-bg-FlashCoffee.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfbd96cb010bbb1460f_companies-modal-bg-FlashCoffee.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:05	376141/376141	---M--	200	added ('OK')	image/jpeg	etag:%22c57e6ad6d258bbaf14b713061c9db17b%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfad6281dc5c237061d_companies-modal-bg-bluenest.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfad6281dc5c237061d_companies-modal-bg-bluenest.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:06	179140/179140	---M--	200	added ('OK')	image/jpeg	etag:%22c5abc57f414618d516a3892b45364ba6%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfbd96cb08255b14610_companies-modal-bg-GSG.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfbd96cb08255b14610_companies-modal-bg-GSG.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:06	140702/140702	---M--	200	added ('OK')	image/jpeg	etag:%226d237b7ac0724d64bd6b1b6918ac9fac%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfb99287355417f80d9_companies-modal-bg-Grosenia.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfb99287355417f80d9_companies-modal-bg-Grosenia.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:07	132019/132019	---M--	200	added ('OK')	image/jpeg	etag:%22b793caff27f13e56041e75900951e4b1%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfbd6281d5d30370625_companies-modal-bg-GFG.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfbd6281d5d30370625_companies-modal-bg-GFG.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:10	105272/105272	---M--	200	added ('OK')	image/jpeg	etag:%228d3934c6d25649703977a38c0c4ddbea%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfc73d6eec9ea2ebbbe_companies-modal-bg-Helpling.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfc73d6eec9ea2ebbbe_companies-modal-bg-Helpling.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:10	198905/198905	---M--	200	added ('OK')	image/jpeg	etag:%22b33c3c47371af3c56aaeb67cce050566%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfc341a43ee1986ce41_companies-modal-bg-Home24.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfc341a43ee1986ce41_companies-modal-bg-Home24.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:11	237847/237847	---M--	200	added ('OK')	image/jpeg	etag:%22873350b2a8345844470d01e63f4edf8b%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfc99287354847f80da_companies-modal-bg-InstaFreight.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfc99287354847f80da_companies-modal-bg-InstaFreight.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:14	260006/260006	---M--	200	added ('OK')	image/jpeg	etag:%2258b4405f7a21f4ea3a0ff7b83200e10b%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfdd6281d5c53370631_companies-modal-bg-Jeeny.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfdd6281d5c53370631_companies-modal-bg-Jeeny.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:14	193536/193536	---M--	200	added ('OK')	image/jpeg	etag:%221c060306486a9ab9ba02494768adc774%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfdc99df999edb07168_companies-modal-bg-Katoo.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfdc99df999edb07168_companies-modal-bg-Katoo.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:17	345561/345561	---M--	200	added ('OK')	image/jpeg	etag:%22e302d5fd7aa9a6246ad0db50051cc401%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfe5314961cf558ab68_companies-modal-bg-Loadsmile.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfe5314961cf558ab68_companies-modal-bg-Loadsmile.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:17	224089/224089	---M--	200	added ('OK')	image/jpeg	etag:%2244aadf3a923b7506d2bbab2ad579e18b%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecffe5cf1e68ee5c77f0_companies-modal-bg-Spotcap.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecffe5cf1e68ee5c77f0_companies-modal-bg-Spotcap.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:17	126651/126651	---M--	200	added ('OK')	image/jpeg	etag:%223d7b271ecd5f4c3aa87447149a6e49e3%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfec99df94905b071a6_companies-modal-bg-Spenmo.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfec99df94905b071a6_companies-modal-bg-Spenmo.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:19	68408/68408	---M--	200	added ('OK')	image/jpeg	etag:%2243d67115cb53899312c11a75e8302162%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecffaa5175100388ca78_companies-modal-bg-Vitable.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecffaa5175100388ca78_companies-modal-bg-Vitable.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:24	294446/294446	---M--	200	added ('OK')	image/jpeg	etag:%2219743d7542e95e6c39d18dee18c8e930%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfee5cf1e0b3a5c77ef_companies-modal-bg-Nestpick.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eddecfee5cf1e0b3a5c77ef_companies-modal-bg-Nestpick.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:25	141390/141390	---M--	200	added ('OK')	image/jpeg	etag:%2227d9fe4094f61efeed79c812a2a15bc6%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eec84714f68091d375f78ec_Everstox.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5eec84714f68091d375f78ec_Everstox.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:25	1711/1711	---M--	200	added ('OK')	image/png	etag:%225f86fee8-6af%22	https://www.rocket-internet.com/cdn-cgi/images/retry.png	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/cdn-cgi/images/retry.png	(from https://www.rocket-internet.com/companies)
14:51:25	337873/337873	---M--	200	added ('OK')	image/jpeg	etag:%22a541a5eb7fcc1b5b1e0dbd1670900059%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5edded00992873e7097f80dd_companies-modal-bg-Tinvio.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5edded00992873e7097f80dd_companies-modal-bg-Tinvio.jpg	(from https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/css/introck5.webflow.1f14289be.css)
14:51:26	2596/2596	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Oct%202020%2006:51:25%20GMT	https://www.rocket-internet.com/cf_use_ob=0;path=/	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/cf_use_ob=0;path=/index.html	(from https://www.rocket-internet.com/companies)
14:51:27	79747/79747	---M--	200	added ('OK')	image/jpeg	etag:%2285bcfe23a2e339e685749f7cce215b17%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ee322d04ed8cb21a1474f85_D_02-Companies_Image.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ee322d04ed8cb21a1474f85_D_02-Companies_Image.jpg	(from https://www.rocket-internet.com/companies)
14:51:29	41786/41786	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:29%20GMT	https://www.rocket-internet.com/investors/share	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/share.html	(from https://www.rocket-internet.com/investors)
14:51:29	28385/28385	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:29%20GMT	https://www.rocket-internet.com/investors/share/share-buy-back-2020-ii	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/share/share-buy-back-2020-ii.html	(from https://www.rocket-internet.com/investors)
14:51:29	64648/64648	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:29%20GMT	https://www.rocket-internet.com/investors/share/public-delisting-self-tender-offer	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/share/public-delisting-self-tender-offer.html	(from https://www.rocket-internet.com/investors)
14:51:29	28348/28348	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:29%20GMT	https://www.rocket-internet.com/investors/share/share-buy-back-2020	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/share/share-buy-back-2020.html	(from https://www.rocket-internet.com/investors)
14:51:30	47720/47720	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:29%20GMT	https://www.rocket-internet.com/investors/share/public-share-purchase-offer-2019	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/share/public-share-purchase-offer-2019.html	(from https://www.rocket-internet.com/investors)
14:51:30	64084/64084	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:30%20GMT	https://www.rocket-internet.com/investors/share/share-buy-back-2018-2019	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/share/share-buy-back-2018-2019.html	(from https://www.rocket-internet.com/investors)
14:51:30	38857/38857	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:30%20GMT	https://www.rocket-internet.com/investors/share/public-share-purchase-offer-2018	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/share/public-share-purchase-offer-2018.html	(from https://www.rocket-internet.com/investors)
14:51:30	51394/51394	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:30%20GMT	https://www.rocket-internet.com/investors/share/share-buy-back-2017-2018	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/share/share-buy-back-2017-2018.html	(from https://www.rocket-internet.com/investors)
14:51:30	214543/214543	---M--	200	added ('OK')	image/jpeg	etag:%2229cd00ab9355d9bff8ace9ab12dcd6fb%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ee322d073a0d06b64c7b9e2_D_03_Careers_Image.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ee322d073a0d06b64c7b9e2_D_03_Careers_Image.jpg	(from https://www.rocket-internet.com/careers)
14:51:30	28794/28794	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:30%20GMT	https://www.rocket-internet.com/investors/share/analyst-coverage	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/share/analyst-coverage.html	(from https://www.rocket-internet.com/investors)
14:51:31	29534/29534	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:31%20GMT	https://www.rocket-internet.com/investors/share/ipo	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/share/ipo.html	(from https://www.rocket-internet.com/investors)
14:51:32	27181/27181	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:32%20GMT	https://www.rocket-internet.com/investors/share/uplisting	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/share/uplisting.html	(from https://www.rocket-internet.com/investors)
14:51:32	26091/26091	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:32%20GMT	https://www.rocket-internet.com/investors/convertible-bond-buy-back	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/convertible-bond-buy-back.html	(from https://www.rocket-internet.com/investors)
14:51:33	35421/35421	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:33%20GMT	https://www.rocket-internet.com/investors/convertible-bond-tender	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/convertible-bond-tender.html	(from https://www.rocket-internet.com/investors)
14:51:33	57526/57526	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:33%20GMT	https://www.rocket-internet.com/investors/ir-news-adhoc	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/ir-news-adhoc.html	(from https://www.rocket-internet.com/investors)
14:51:34	10666/10666	---M--	200	added ('OK')	text/javascript	etag:%224c03597349fd2eb10696f343932877a0%22	https://s3.tradingview.com/external-embedding/embed-widget-single-quote.js	C:/My%20Web%20Sites/Bventur%20Services/s3.tradingview.com/external-embedding/embed-widget-single-quote.js	(from https://www.rocket-internet.com/investors)
14:51:36	130019/130019	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:35%20GMT	https://www.rocket-internet.com/media/news	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/media/news.html	(from https://www.rocket-internet.com/media)
